TOP.5fa21a5f.00008b1c	START
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00059d85	mask_ctx->mask	?1?2
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00059d85	runtime_start	1604466237
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00059d85	runtime_stop	1604466237
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00059d85	status-after-work	5
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00059d85	STOP
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00094241	START
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00094241	mask_ctx->mask	?1?2?2
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00094241	runtime_start	1604466237
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00094241	runtime_stop	1604466237
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00094241	status-after-work	5
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.00094241	STOP
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.000d022c	START
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.000d022c	mask_ctx->mask	?1?2?2?2
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.000d022c	runtime_start	1604466238
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.000d022c	runtime_stop	1604466238
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.000d022c	status-after-work	5
TOP.5fa2363c.0008c4b6	SUB.5fa2363d.000d022c	STOP
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.00011810	START
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.00011810	mask_ctx->mask	?1?2?2?2?2
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.00011810	runtime_start	1604466238
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.00011810	runtime_stop	1604466238
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.00011810	status-after-work	5
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.00011810	STOP
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.000a6e05	START
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.000a6e05	mask_ctx->mask	?1?2?2?2?2?2
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.000a6e05	runtime_start	1604466238
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.000a6e05	runtime_stop	1604466247
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.000a6e05	status-after-work	5
TOP.5fa2363c.0008c4b6	SUB.5fa2363e.000a6e05	STOP
TOP.5fa2363c.0008c4b6	SUB.5fa23647.0005699c	START
TOP.5fa2363c.0008c4b6	SUB.5fa23647.0005699c	mask_ctx->mask	?1?2?2?2?2?2?2
TOP.5fa2363c.0008c4b6	SUB.5fa23647.0005699c	runtime_start	1604466247
TOP.5fa2363c.0008c4b6	SUB.5fa23647.0005699c	runtime_stop	1604466540
TOP.5fa2363c.0008c4b6	SUB.5fa23647.0005699c	status-after-work	5
TOP.5fa2363c.0008c4b6	SUB.5fa23647.0005699c	STOP
TOP.5fa2363c.0008c4b6	SUB.5fa2376c.00067b61	START
TOP.5fa2363c.0008c4b6	SUB.5fa2376c.00067b61	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.5fa2363c.0008c4b6	SUB.5fa2376c.00067b61	runtime_start	1604466540
TOP.5fa2363c.0008c4b6	SUB.5fa2376c.00067b61	runtime_stop	1604466544
TOP.5fa2363c.0008c4b6	SUB.5fa2376c.00067b61	status-after-work	8
TOP.5fa2363c.0008c4b6	SUB.5fa2376c.00067b61	STOP
TOP.5fa2363c.0008c4b6	proc_start	1604466236
TOP.5fa2363c.0008c4b6	proc_stop	1604466545
TOP.5fa2363c.0008c4b6	STOP
TOP.5fa237f5.000d1cf7	START
TOP.5fa237f5.000d1cf7	folder_config->cwd	C:\Users\Sebastián\Desktop\Tarea 4 cripto\hashcat-6.1.1
TOP.5fa237f5.000d1cf7	folder_config->install_dir	.
TOP.5fa237f5.000d1cf7	folder_config->profile_dir	.
TOP.5fa237f5.000d1cf7	folder_config->session_dir	.
TOP.5fa237f5.000d1cf7	folder_config->shared_dir	.
TOP.5fa237f5.000d1cf7	user_options->separator	:
TOP.5fa237f5.000d1cf7	user_options->encoding_from	utf-8
TOP.5fa237f5.000d1cf7	user_options->encoding_to	utf-8
TOP.5fa237f5.000d1cf7	user_options->rule_buf_l	:
TOP.5fa237f5.000d1cf7	user_options->rule_buf_r	:
TOP.5fa237f5.000d1cf7	user_options->session	hashcat
TOP.5fa237f5.000d1cf7	user_options->limit	0
TOP.5fa237f5.000d1cf7	user_options->skip	0
TOP.5fa237f5.000d1cf7	user_options->attack_mode	0
TOP.5fa237f5.000d1cf7	user_options->benchmark	0
TOP.5fa237f5.000d1cf7	user_options->benchmark_all	0
TOP.5fa237f5.000d1cf7	user_options->bitmap_max	18
TOP.5fa237f5.000d1cf7	user_options->bitmap_min	16
TOP.5fa237f5.000d1cf7	user_options->debug_mode	0
TOP.5fa237f5.000d1cf7	user_options->example_hashes	0
TOP.5fa237f5.000d1cf7	user_options->force	0
TOP.5fa237f5.000d1cf7	user_options->hwmon_disable	0
TOP.5fa237f5.000d1cf7	user_options->hwmon_temp_abort	90
TOP.5fa237f5.000d1cf7	user_options->hash_mode	0
TOP.5fa237f5.000d1cf7	user_options->hex_charset	0
TOP.5fa237f5.000d1cf7	user_options->hex_salt	0
TOP.5fa237f5.000d1cf7	user_options->hex_wordlist	0
TOP.5fa237f5.000d1cf7	user_options->hook_threads	8
TOP.5fa237f5.000d1cf7	user_options->increment	0
TOP.5fa237f5.000d1cf7	user_options->increment_max	256
TOP.5fa237f5.000d1cf7	user_options->increment_min	1
TOP.5fa237f5.000d1cf7	user_options->keep_guessing	0
TOP.5fa237f5.000d1cf7	user_options->kernel_accel	0
TOP.5fa237f5.000d1cf7	user_options->kernel_loops	0
TOP.5fa237f5.000d1cf7	user_options->kernel_threads	0
TOP.5fa237f5.000d1cf7	user_options->keyspace	0
TOP.5fa237f5.000d1cf7	user_options->left	0
TOP.5fa237f5.000d1cf7	user_options->logfile_disable	0
TOP.5fa237f5.000d1cf7	user_options->loopback	0
TOP.5fa237f5.000d1cf7	user_options->machine_readable	0
TOP.5fa237f5.000d1cf7	user_options->markov_classic	0
TOP.5fa237f5.000d1cf7	user_options->markov_disable	0
TOP.5fa237f5.000d1cf7	user_options->markov_threshold	256
TOP.5fa237f5.000d1cf7	user_options->backend_info	0
TOP.5fa237f5.000d1cf7	user_options->backend_vector_width	0
TOP.5fa237f5.000d1cf7	user_options->optimized_kernel_enable	0
TOP.5fa237f5.000d1cf7	user_options->outfile_autohex	1
TOP.5fa237f5.000d1cf7	user_options->outfile_check_timer	5
TOP.5fa237f5.000d1cf7	user_options->outfile_format	3
TOP.5fa237f5.000d1cf7	user_options->wordlist_autohex_disable	0
TOP.5fa237f5.000d1cf7	user_options->potfile_disable	0
TOP.5fa237f5.000d1cf7	user_options->progress_only	0
TOP.5fa237f5.000d1cf7	user_options->quiet	0
TOP.5fa237f5.000d1cf7	user_options->remove	0
TOP.5fa237f5.000d1cf7	user_options->remove_timer	60
TOP.5fa237f5.000d1cf7	user_options->restore	0
TOP.5fa237f5.000d1cf7	user_options->restore_disable	0
TOP.5fa237f5.000d1cf7	user_options->restore_timer	60
TOP.5fa237f5.000d1cf7	user_options->rp_files_cnt	0
TOP.5fa237f5.000d1cf7	user_options->rp_gen	0
TOP.5fa237f5.000d1cf7	user_options->rp_gen_func_max	4
TOP.5fa237f5.000d1cf7	user_options->rp_gen_func_min	1
TOP.5fa237f5.000d1cf7	user_options->rp_gen_seed	0
TOP.5fa237f5.000d1cf7	user_options->runtime	0
TOP.5fa237f5.000d1cf7	user_options->scrypt_tmto	0
TOP.5fa237f5.000d1cf7	user_options->segment_size	33554432
TOP.5fa237f5.000d1cf7	user_options->self_test_disable	0
TOP.5fa237f5.000d1cf7	user_options->slow_candidates	0
TOP.5fa237f5.000d1cf7	user_options->show	0
TOP.5fa237f5.000d1cf7	user_options->speed_only	0
TOP.5fa237f5.000d1cf7	user_options->spin_damp	0
TOP.5fa237f5.000d1cf7	user_options->status	0
TOP.5fa237f5.000d1cf7	user_options->status_json	0
TOP.5fa237f5.000d1cf7	user_options->status_timer	10
TOP.5fa237f5.000d1cf7	user_options->stdout_flag	0
TOP.5fa237f5.000d1cf7	user_options->usage	0
TOP.5fa237f5.000d1cf7	user_options->username	0
TOP.5fa237f5.000d1cf7	user_options->veracrypt_pim_start	485
TOP.5fa237f5.000d1cf7	user_options->veracrypt_pim_stop	485
TOP.5fa237f5.000d1cf7	user_options->version	0
TOP.5fa237f5.000d1cf7	user_options->workload_profile	2
TOP.5fa237f5.000d1cf7	user_options->brain_client	0
TOP.5fa237f5.000d1cf7	user_options->brain_client_features	2
TOP.5fa237f5.000d1cf7	user_options->brain_server	0
TOP.5fa237f5.000d1cf7	user_options->brain_server_timer	300
TOP.5fa237f5.000d1cf7	user_options->brain_port	6863
TOP.5fa237f5.000d1cf7	user_options->brain_session	0
TOP.5fa237f5.000d1cf7	hashes->hashfile	..\hashlist\archivo_1
TOP.5fa237f5.000d1cf7	hashes->hashlist_mode	5
TOP.5fa237f5.000d1cf7	hashes->hashlist_format	0
TOP.5fa237f5.000d1cf7	hashes->hashes_cnt	0
TOP.5fa237f5.000d1cf7	hashes->digests_cnt	1000
TOP.5fa237f5.000d1cf7	hashes->digests_done	0
TOP.5fa237f5.000d1cf7	hashes->salts_cnt	1
TOP.5fa237f5.000d1cf7	hashes->salts_done	0
TOP.5fa237f5.000d1cf7	SUB.5fa237f8.000eabdf	START
TOP.5fa237f5.000d1cf7	SUB.5fa237f8.000eabdf	straight_ctx->dict	..\diccionarios\diccionario_1.dict
TOP.5fa237f5.000d1cf7	SUB.5fa237f8.000eabdf	runtime_start	1604466681
TOP.5fa237f5.000d1cf7	SUB.5fa237f8.000eabdf	runtime_stop	1604466681
TOP.5fa237f5.000d1cf7	SUB.5fa237f8.000eabdf	status-after-work	5
TOP.5fa237f5.000d1cf7	SUB.5fa237f8.000eabdf	STOP
TOP.5fa237f5.000d1cf7	proc_start	1604466677
TOP.5fa237f5.000d1cf7	proc_stop	1604466682
TOP.5fa237f5.000d1cf7	STOP
TOP.5fa2387c.00024876	START
TOP.5fa2387c.00024876	folder_config->cwd	C:\Users\Sebastián\Desktop\Tarea 4 cripto\hashcat-6.1.1
TOP.5fa2387c.00024876	folder_config->install_dir	.
TOP.5fa2387c.00024876	folder_config->profile_dir	.
TOP.5fa2387c.00024876	folder_config->session_dir	.
TOP.5fa2387c.00024876	folder_config->shared_dir	.
TOP.5fa2387c.00024876	user_options->separator	:
TOP.5fa2387c.00024876	user_options->encoding_from	utf-8
TOP.5fa2387c.00024876	user_options->encoding_to	utf-8
TOP.5fa2387c.00024876	user_options->rule_buf_l	:
TOP.5fa2387c.00024876	user_options->rule_buf_r	:
TOP.5fa2387c.00024876	user_options->session	hashcat
TOP.5fa2387c.00024876	user_options->limit	0
TOP.5fa2387c.00024876	user_options->skip	0
TOP.5fa2387c.00024876	user_options->attack_mode	0
TOP.5fa2387c.00024876	user_options->benchmark	0
TOP.5fa2387c.00024876	user_options->benchmark_all	0
TOP.5fa2387c.00024876	user_options->bitmap_max	18
TOP.5fa2387c.00024876	user_options->bitmap_min	16
TOP.5fa2387c.00024876	user_options->debug_mode	0
TOP.5fa2387c.00024876	user_options->example_hashes	0
TOP.5fa2387c.00024876	user_options->force	0
TOP.5fa2387c.00024876	user_options->hwmon_disable	0
TOP.5fa2387c.00024876	user_options->hwmon_temp_abort	90
TOP.5fa2387c.00024876	user_options->hash_mode	0
TOP.5fa2387c.00024876	user_options->hex_charset	0
TOP.5fa2387c.00024876	user_options->hex_salt	0
TOP.5fa2387c.00024876	user_options->hex_wordlist	0
TOP.5fa2387c.00024876	user_options->hook_threads	8
TOP.5fa2387c.00024876	user_options->increment	0
TOP.5fa2387c.00024876	user_options->increment_max	256
TOP.5fa2387c.00024876	user_options->increment_min	1
TOP.5fa2387c.00024876	user_options->keep_guessing	0
TOP.5fa2387c.00024876	user_options->kernel_accel	0
TOP.5fa2387c.00024876	user_options->kernel_loops	0
TOP.5fa2387c.00024876	user_options->kernel_threads	0
TOP.5fa2387c.00024876	user_options->keyspace	0
TOP.5fa2387c.00024876	user_options->left	0
TOP.5fa2387c.00024876	user_options->logfile_disable	0
TOP.5fa2387c.00024876	user_options->loopback	0
TOP.5fa2387c.00024876	user_options->machine_readable	0
TOP.5fa2387c.00024876	user_options->markov_classic	0
TOP.5fa2387c.00024876	user_options->markov_disable	0
TOP.5fa2387c.00024876	user_options->markov_threshold	256
TOP.5fa2387c.00024876	user_options->backend_info	0
TOP.5fa2387c.00024876	user_options->backend_vector_width	0
TOP.5fa2387c.00024876	user_options->optimized_kernel_enable	0
TOP.5fa2387c.00024876	user_options->outfile_autohex	1
TOP.5fa2387c.00024876	user_options->outfile_check_timer	5
TOP.5fa2387c.00024876	user_options->outfile_format	3
TOP.5fa2387c.00024876	user_options->wordlist_autohex_disable	0
TOP.5fa2387c.00024876	user_options->potfile_disable	0
TOP.5fa2387c.00024876	user_options->progress_only	0
TOP.5fa2387c.00024876	user_options->quiet	0
TOP.5fa2387c.00024876	user_options->remove	0
TOP.5fa2387c.00024876	user_options->remove_timer	60
TOP.5fa2387c.00024876	user_options->restore	0
TOP.5fa2387c.00024876	user_options->restore_disable	0
TOP.5fa2387c.00024876	user_options->restore_timer	60
TOP.5fa2387c.00024876	user_options->rp_files_cnt	0
TOP.5fa2387c.00024876	user_options->rp_gen	0
TOP.5fa2387c.00024876	user_options->rp_gen_func_max	4
TOP.5fa2387c.00024876	user_options->rp_gen_func_min	1
TOP.5fa2387c.00024876	user_options->rp_gen_seed	0
TOP.5fa2387c.00024876	user_options->runtime	0
TOP.5fa2387c.00024876	user_options->scrypt_tmto	0
TOP.5fa2387c.00024876	user_options->segment_size	33554432
TOP.5fa2387c.00024876	user_options->self_test_disable	0
TOP.5fa2387c.00024876	user_options->slow_candidates	0
TOP.5fa2387c.00024876	user_options->show	0
TOP.5fa2387c.00024876	user_options->speed_only	0
TOP.5fa2387c.00024876	user_options->spin_damp	0
TOP.5fa2387c.00024876	user_options->status	0
TOP.5fa2387c.00024876	user_options->status_json	0
TOP.5fa2387c.00024876	user_options->status_timer	10
TOP.5fa2387c.00024876	user_options->stdout_flag	0
TOP.5fa2387c.00024876	user_options->usage	0
TOP.5fa2387c.00024876	user_options->username	0
TOP.5fa2387c.00024876	user_options->veracrypt_pim_start	485
TOP.5fa2387c.00024876	user_options->veracrypt_pim_stop	485
TOP.5fa2387c.00024876	user_options->version	0
TOP.5fa2387c.00024876	user_options->workload_profile	2
TOP.5fa2387c.00024876	user_options->brain_client	0
TOP.5fa2387c.00024876	user_options->brain_client_features	2
TOP.5fa2387c.00024876	user_options->brain_server	0
TOP.5fa2387c.00024876	user_options->brain_server_timer	300
TOP.5fa2387c.00024876	user_options->brain_port	6863
TOP.5fa2387c.00024876	user_options->brain_session	0
TOP.5fa2387c.00024876	hashes->hashfile	..\hashlist\archivo_1
TOP.5fa2387c.00024876	hashes->hashlist_mode	5
TOP.5fa2387c.00024876	hashes->hashlist_format	0
TOP.5fa2387c.00024876	hashes->hashes_cnt	0
TOP.5fa2387c.00024876	hashes->digests_cnt	1000
TOP.5fa2387c.00024876	hashes->digests_done	78
TOP.5fa2387c.00024876	hashes->salts_cnt	1
TOP.5fa2387c.00024876	hashes->salts_done	0
TOP.5fa2387c.00024876	SUB.5fa2387c.0006018a	START
TOP.5fa2387c.00024876	SUB.5fa2387c.0006018a	straight_ctx->dict	..\diccionarios\diccionario_2.dict
TOP.5fa2387c.00024876	SUB.5fa2387c.0006018a	runtime_start	1604466812
TOP.5fa2387c.00024876	SUB.5fa2387c.0006018a	runtime_stop	1604466818
TOP.5fa2387c.00024876	SUB.5fa2387c.0006018a	status-after-work	6
TOP.5fa2387c.00024876	SUB.5fa2387c.0006018a	STOP
TOP.5fa2387c.00024876	proc_start	1604466812
TOP.5fa2387c.00024876	proc_stop	1604466818
TOP.5fa2387c.00024876	STOP
TOP.5fa238b5.000a159c	START
TOP.5fa238b5.000a159c	folder_config->cwd	C:\Users\Sebastián\Desktop\Tarea 4 cripto\hashcat-6.1.1
TOP.5fa238b5.000a159c	folder_config->install_dir	.
TOP.5fa238b5.000a159c	folder_config->profile_dir	.
TOP.5fa238b5.000a159c	folder_config->session_dir	.
TOP.5fa238b5.000a159c	folder_config->shared_dir	.
TOP.5fa238b5.000a159c	user_options->separator	:
TOP.5fa238b5.000a159c	user_options->encoding_from	utf-8
TOP.5fa238b5.000a159c	user_options->encoding_to	utf-8
TOP.5fa238b5.000a159c	user_options->rule_buf_l	:
TOP.5fa238b5.000a159c	user_options->rule_buf_r	:
TOP.5fa238b5.000a159c	user_options->session	hashcat
TOP.5fa238b5.000a159c	user_options->limit	0
TOP.5fa238b5.000a159c	user_options->skip	0
TOP.5fa238b5.000a159c	user_options->attack_mode	0
TOP.5fa238b5.000a159c	user_options->benchmark	0
TOP.5fa238b5.000a159c	user_options->benchmark_all	0
TOP.5fa238b5.000a159c	user_options->bitmap_max	18
TOP.5fa238b5.000a159c	user_options->bitmap_min	16
TOP.5fa238b5.000a159c	user_options->debug_mode	0
TOP.5fa238b5.000a159c	user_options->example_hashes	0
TOP.5fa238b5.000a159c	user_options->force	0
TOP.5fa238b5.000a159c	user_options->hwmon_disable	0
TOP.5fa238b5.000a159c	user_options->hwmon_temp_abort	90
TOP.5fa238b5.000a159c	user_options->hash_mode	0
TOP.5fa238b5.000a159c	user_options->hex_charset	0
TOP.5fa238b5.000a159c	user_options->hex_salt	0
TOP.5fa238b5.000a159c	user_options->hex_wordlist	0
TOP.5fa238b5.000a159c	user_options->hook_threads	8
TOP.5fa238b5.000a159c	user_options->increment	0
TOP.5fa238b5.000a159c	user_options->increment_max	256
TOP.5fa238b5.000a159c	user_options->increment_min	1
TOP.5fa238b5.000a159c	user_options->keep_guessing	0
TOP.5fa238b5.000a159c	user_options->kernel_accel	0
TOP.5fa238b5.000a159c	user_options->kernel_loops	0
TOP.5fa238b5.000a159c	user_options->kernel_threads	0
TOP.5fa238b5.000a159c	user_options->keyspace	0
TOP.5fa238b5.000a159c	user_options->left	0
TOP.5fa238b5.000a159c	user_options->logfile_disable	0
TOP.5fa238b5.000a159c	user_options->loopback	0
TOP.5fa238b5.000a159c	user_options->machine_readable	0
TOP.5fa238b5.000a159c	user_options->markov_classic	0
TOP.5fa238b5.000a159c	user_options->markov_disable	0
TOP.5fa238b5.000a159c	user_options->markov_threshold	256
TOP.5fa238b5.000a159c	user_options->backend_info	0
TOP.5fa238b5.000a159c	user_options->backend_vector_width	0
TOP.5fa238b5.000a159c	user_options->optimized_kernel_enable	0
TOP.5fa238b5.000a159c	user_options->outfile_autohex	1
TOP.5fa238b5.000a159c	user_options->outfile_check_timer	5
TOP.5fa238b5.000a159c	user_options->outfile_format	3
TOP.5fa238b5.000a159c	user_options->wordlist_autohex_disable	0
TOP.5fa238b5.000a159c	user_options->potfile_disable	0
TOP.5fa238b5.000a159c	user_options->progress_only	0
TOP.5fa238b5.000a159c	user_options->quiet	0
TOP.5fa238b5.000a159c	user_options->remove	0
TOP.5fa238b5.000a159c	user_options->remove_timer	60
TOP.5fa238b5.000a159c	user_options->restore	0
TOP.5fa238b5.000a159c	user_options->restore_disable	0
TOP.5fa238b5.000a159c	user_options->restore_timer	60
TOP.5fa238b5.000a159c	user_options->rp_files_cnt	0
TOP.5fa238b5.000a159c	user_options->rp_gen	0
TOP.5fa238b5.000a159c	user_options->rp_gen_func_max	4
TOP.5fa238b5.000a159c	user_options->rp_gen_func_min	1
TOP.5fa238b5.000a159c	user_options->rp_gen_seed	0
TOP.5fa238b5.000a159c	user_options->runtime	0
TOP.5fa238b5.000a159c	user_options->scrypt_tmto	0
TOP.5fa238b5.000a159c	user_options->segment_size	33554432
TOP.5fa238b5.000a159c	user_options->self_test_disable	0
TOP.5fa238b5.000a159c	user_options->slow_candidates	0
TOP.5fa238b5.000a159c	user_options->show	0
TOP.5fa238b5.000a159c	user_options->speed_only	0
TOP.5fa238b5.000a159c	user_options->spin_damp	0
TOP.5fa238b5.000a159c	user_options->status	0
TOP.5fa238b5.000a159c	user_options->status_json	0
TOP.5fa238b5.000a159c	user_options->status_timer	10
TOP.5fa238b5.000a159c	user_options->stdout_flag	0
TOP.5fa238b5.000a159c	user_options->usage	0
TOP.5fa238b5.000a159c	user_options->username	0
TOP.5fa238b5.000a159c	user_options->veracrypt_pim_start	485
TOP.5fa238b5.000a159c	user_options->veracrypt_pim_stop	485
TOP.5fa238b5.000a159c	user_options->version	0
TOP.5fa238b5.000a159c	user_options->workload_profile	2
TOP.5fa238b5.000a159c	user_options->brain_client	0
TOP.5fa238b5.000a159c	user_options->brain_client_features	2
TOP.5fa238b5.000a159c	user_options->brain_server	0
TOP.5fa238b5.000a159c	user_options->brain_server_timer	300
TOP.5fa238b5.000a159c	user_options->brain_port	6863
TOP.5fa238b5.000a159c	user_options->brain_session	0
TOP.5fa238b5.000a159c	proc_start	1604466869
TOP.5fa238b5.000a159c	proc_stop	1604466869
TOP.5fa238b5.000a159c	STOP
TOP.5fa2b3b8.00012a7f	START
TOP.5fa2b3b8.00012a7f	folder_config->cwd	C:\Users\Sebastián\Desktop\Tarea 4 cripto\hashcat-6.1.1
TOP.5fa2b3b8.00012a7f	folder_config->install_dir	.
TOP.5fa2b3b8.00012a7f	folder_config->profile_dir	.
TOP.5fa2b3b8.00012a7f	folder_config->session_dir	.
TOP.5fa2b3b8.00012a7f	folder_config->shared_dir	.
TOP.5fa2b3b8.00012a7f	user_options->separator	:
TOP.5fa2b3b8.00012a7f	user_options->encoding_from	utf-8
TOP.5fa2b3b8.00012a7f	user_options->encoding_to	utf-8
TOP.5fa2b3b8.00012a7f	user_options->rule_buf_l	:
TOP.5fa2b3b8.00012a7f	user_options->rule_buf_r	:
TOP.5fa2b3b8.00012a7f	user_options->session	hashcat
TOP.5fa2b3b8.00012a7f	user_options->limit	0
TOP.5fa2b3b8.00012a7f	user_options->skip	0
TOP.5fa2b3b8.00012a7f	user_options->attack_mode	0
TOP.5fa2b3b8.00012a7f	user_options->benchmark	0
TOP.5fa2b3b8.00012a7f	user_options->benchmark_all	0
TOP.5fa2b3b8.00012a7f	user_options->bitmap_max	18
TOP.5fa2b3b8.00012a7f	user_options->bitmap_min	16
TOP.5fa2b3b8.00012a7f	user_options->debug_mode	0
TOP.5fa2b3b8.00012a7f	user_options->example_hashes	0
TOP.5fa2b3b8.00012a7f	user_options->force	0
TOP.5fa2b3b8.00012a7f	user_options->hwmon_disable	0
TOP.5fa2b3b8.00012a7f	user_options->hwmon_temp_abort	90
TOP.5fa2b3b8.00012a7f	user_options->hash_mode	0
TOP.5fa2b3b8.00012a7f	user_options->hex_charset	0
TOP.5fa2b3b8.00012a7f	user_options->hex_salt	0
TOP.5fa2b3b8.00012a7f	user_options->hex_wordlist	0
TOP.5fa2b3b8.00012a7f	user_options->hook_threads	8
TOP.5fa2b3b8.00012a7f	user_options->increment	0
TOP.5fa2b3b8.00012a7f	user_options->increment_max	256
TOP.5fa2b3b8.00012a7f	user_options->increment_min	1
TOP.5fa2b3b8.00012a7f	user_options->keep_guessing	0
TOP.5fa2b3b8.00012a7f	user_options->kernel_accel	0
TOP.5fa2b3b8.00012a7f	user_options->kernel_loops	0
TOP.5fa2b3b8.00012a7f	user_options->kernel_threads	0
TOP.5fa2b3b8.00012a7f	user_options->keyspace	0
TOP.5fa2b3b8.00012a7f	user_options->left	0
TOP.5fa2b3b8.00012a7f	user_options->logfile_disable	0
TOP.5fa2b3b8.00012a7f	user_options->loopback	0
TOP.5fa2b3b8.00012a7f	user_options->machine_readable	0
TOP.5fa2b3b8.00012a7f	user_options->markov_classic	0
TOP.5fa2b3b8.00012a7f	user_options->markov_disable	0
TOP.5fa2b3b8.00012a7f	user_options->markov_threshold	256
TOP.5fa2b3b8.00012a7f	user_options->backend_info	0
TOP.5fa2b3b8.00012a7f	user_options->backend_vector_width	0
TOP.5fa2b3b8.00012a7f	user_options->optimized_kernel_enable	0
TOP.5fa2b3b8.00012a7f	user_options->outfile_autohex	1
TOP.5fa2b3b8.00012a7f	user_options->outfile_check_timer	5
TOP.5fa2b3b8.00012a7f	user_options->outfile_format	3
TOP.5fa2b3b8.00012a7f	user_options->wordlist_autohex_disable	0
TOP.5fa2b3b8.00012a7f	user_options->potfile_disable	0
TOP.5fa2b3b8.00012a7f	user_options->progress_only	0
TOP.5fa2b3b8.00012a7f	user_options->quiet	0
TOP.5fa2b3b8.00012a7f	user_options->remove	0
TOP.5fa2b3b8.00012a7f	user_options->remove_timer	60
TOP.5fa2b3b8.00012a7f	user_options->restore	0
TOP.5fa2b3b8.00012a7f	user_options->restore_disable	0
TOP.5fa2b3b8.00012a7f	user_options->restore_timer	60
TOP.5fa2b3b8.00012a7f	user_options->rp_files_cnt	0
TOP.5fa2b3b8.00012a7f	user_options->rp_gen	0
TOP.5fa2b3b8.00012a7f	user_options->rp_gen_func_max	4
TOP.5fa2b3b8.00012a7f	user_options->rp_gen_func_min	1
TOP.5fa2b3b8.00012a7f	user_options->rp_gen_seed	0
TOP.5fa2b3b8.00012a7f	user_options->runtime	0
TOP.5fa2b3b8.00012a7f	user_options->scrypt_tmto	0
TOP.5fa2b3b8.00012a7f	user_options->segment_size	33554432
TOP.5fa2b3b8.00012a7f	user_options->self_test_disable	0
TOP.5fa2b3b8.00012a7f	user_options->slow_candidates	0
